1335599102 1 0 0 0 0
1335599736 2 0 0 0 0
1335603803 2 1 0 0 0
1335603954 2 1 1 0 0
1335605297 3 1 1 0 0
1335605595 4 1 1 0 0
1335605821 4 1 2 0 0
1335605921 4 1 3 0 0
1335606073 4 1 5 0 0
1335606634 4 1 6 0 0
1335606767 4 1 7 0 0
1335607576 4 1 7 0 1
1335608550 5 1 7 0 1
1335608607 6 1 7 0 1
1335610161 6 1 7 1 1
1335610242 6 1 7 2 1
1335610318 6 1 7 3 1
1335610474 6 1 7 4 1
1335612418 6 1 7 5 1
1335612591 6 1 7 6 1
1335613155 6 1 7 7 1
1335613329 6 1 7 8 1
1335615216 6 1 8 8 1
1335615445 6 1 9 8 1
1335617630 7 1 9 8 1
1335618317 7 1 9 9 1
1335618339 7 1 9 10 1
1335618505 7 1 9 11 1
1335618670 7 1 9 12 1
1335619376 7 2 9 12 1
1335619565 8 2 9 12 1
1335619577 9 2 9 12 1
1335619845 9 3 9 12 1
1335620129 9 4 9 12 1
1335620150 9 4 10 12 1
1335620168 9 4 11 12 1
1335620576 10 4 11 12 1
1335620704 10 4 11 13 1
1335620707 10 4 11 14 1
1335620909 11 4 11 14 1
1335620917 12 4 11 14 1
1335621011 12 4 12 14 1
1335621712 13 4 12 14 1
1335621933 13 5 12 14 1
1335622016 13 6 12 14 1
1335625568 13 6 13 14 1
1335625975 13 6 14 14 1
1335626127 14 6 14 14 1
1335627355 14 6 14 15 1
1335627359 14 6 14 16 1
1335627454 14 7 14 16 1
1335627464 15 7 14 16 1
1335627472 16 7 14 16 1
1335627511 16 8 14 16 1
1335627536 16 8 14 17 1
1335627539 16 8 14 18 1
1335627689 16 8 15 18 1
1335627781 16 8 16 18 1
1335629020 17 8 16 18 1
1335629202 18 8 16 18 1
1335629218 18 9 16 18 1
1335629275 18 10 16 18 1
1335629318 18 11 16 18 1
1335629553 18 12 16 18 1
1335629744 18 12 17 18 1
1335629752 18 12 18 18 1
1335631188 18 13 18 18 1
1335631229 18 14 18 18 1
1335631446 19 14 18 18 1
1335631454 20 14 18 18 1
1335632111 21 14 18 18 1
1335632136 21 15 18 18 1
1335632234 21 16 18 18 1
1335634011 21 16 19 18 1
1335634352 21 16 20 18 1
1335634367 21 17 20 18 1
1335634387 21 18 20 18 1
1335650692 22 18 20 18 1
1335650719 23 18 20 18 1
1335651472 23 19 20 18 1
1335651494 23 20 20 18 1
1335652064 23 21 20 18 1
1335652245 24 21 20 18 1
1335652302 25 21 20 18 1
1335652305 26 21 20 18 1
1335652309 27 21 20 18 1
1335652312 28 21 20 18 1
1335652316 29 21 20 18 1
1335652374 30 21 20 18 1
1335652385 31 21 20 18 1
1335652476 32 21 20 18 1
1335652516 33 21 20 18 1
1335652558 34 21 20 18 1
1335652598 35 21 20 18 1
1335652603 36 21 20 18 1
1335652657 37 21 20 18 1
1335652662 38 21 20 18 1
1335652666 39 21 20 18 1
1335652671 40 21 20 18 1
1335652675 41 21 20 18 1
1335652779 42 21 20 18 1
1335652784 43 21 20 18 1
1335652789 44 21 20 18 1
1335652794 45 21 20 18 1
1335652957 45 22 20 18 1
1335652983 45 23 20 18 1
1335652994 46 23 20 18 1
1335652999 47 23 20 18 1
1335653004 47 24 20 18 1
1335653039 48 24 20 18 1
1335653043 49 24 20 18 1
1335653047 50 24 20 18 1
1335653141 51 24 20 18 1
1335653146 52 24 20 18 1
1335653150 53 24 20 18 1
1335653160 54 24 20 18 1
1335653273 55 24 20 18 1
1335653283 56 24 20 18 1
1335653293 57 24 20 18 1
1335653303 58 24 20 18 1
1335653451 59 24 20 18 1
1335653489 60 24 20 18 1
1335653528 61 24 20 18 1
1335653565 62 24 20 18 1
1335653681 63 24 20 18 1
1335653749 64 24 20 18 1
1335653883 65 24 20 18 1
1335654012 66 24 20 18 1
1335654142 67 24 20 18 1
1335654270 68 24 20 18 1
1335654397 69 24 20 18 1
1335654747 70 24 20 18 1
1335654976 71 24 20 18 1
1335655206 72 24 20 18 1
1335655434 73 24 20 18 1
1335655662 74 24 20 18 1
1335655890 75 24 20 18 1
1335656124 76 24 20 18 1
1335656359 77 24 20 18 1
1335656587 78 24 20 18 1
1335656815 79 24 20 18 1
1335659440 79 25 20 18 1
1335660497 79 26 20 18 1
1335660898 79 27 20 18 1
1335661062 79 28 20 18 1
1335661884 79 29 20 18 1
1335675384 80 29 20 18 1
1335675388 81 29 20 18 1
1335675613 82 29 20 18 1
1335675842 83 29 20 18 1
1335676070 84 29 20 18 1
1335676297 85 29 20 18 1
1335676524 86 29 20 18 1
1335676751 87 29 20 18 1
1335676980 88 29 20 18 1
1335677208 89 29 20 18 1
1335677436 90 29 20 18 1
1335677664 91 29 20 18 1
1335677892 92 29 20 18 1
1335678119 93 29 20 18 1
1335681520 94 29 20 18 1
1335683238 94 29 21 18 1
1335683434 94 29 22 18 1
1335686331 94 29 22 19 1
1335686535 94 29 22 20 1
1335687937 95 29 22 20 1
1335688988 95 29 23 20 1
1335688996 95 29 24 20 1
1335689449 96 29 24 20 1
1335690100 97 29 24 20 1
1335690113 98 29 24 20 1
1335690322 98 29 25 20 1
1335690365 98 29 26 20 1
1335690554 98 29 27 20 1
1335691006 99 29 27 20 1
1335691013 100 29 27 20 1
1335692053 100 30 27 20 1
1335692175 100 30 28 20 1
1335692280 101 30 28 20 1
1335692473 101 31 28 20 1
1335692533 101 31 29 20 1
1335692538 101 32 29 20 1
1335692564 101 32 30 20 1
1335693037 102 32 30 20 1
1335693086 103 32 30 20 1
1335693160 103 33 30 20 1
